Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,3,private,05-Oct,76,88,88
male,group C,high school,standard,none,married,never,yes,1,private,< 5,75,68,63
female,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,05-Oct,69,73,77
female,group C,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,38,57,59
male,group C,master's degree,standard,none,married,regularly,yes,0,school_bus,05-Oct,72,73,67
female,group B,master's degree,standard,completed,single,sometimes,no,1,private,05-Oct,93,100,100
male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,51,55,49
female,group D,associate's degree,standard,none,single,sometimes,yes,0,private,< 5,64,64,62
male,group E,high school,standard,completed,married,regularly,yes,3,school_bus,< 5,90,84,85
female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,05-Oct,84,93,93
male,group B,high school,free/reduced,completed,married,sometimes,no,1,school_bus,> 10,46,60,64
male,group E,high school,standard,none,single,sometimes,yes,1,private,< 5,50,38,32
male,group D,associate's degree,standard,none,divorced,sometimes,yes,2,private,05-Oct,51,50,48
male,group C,some high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,05-Oct,38,25,27
female,group B,high school,standard,completed,married,regularly,no,3,school_bus,05-Oct,42,48,53
female,group D,some college,standard,none,single,regularly,yes,1,school_bus,05-Oct,72,68,77
male,group E,bachelor's degree,standard,completed,single,regularly,no,3,private,< 5,99,93,89
female,group C,associate's degree,standard,none,married,sometimes,no,7,school_bus,05-Oct,75,86,91
female,group C,associate's degree,standard,completed,married,sometimes,no,1,school_bus,< 5,70,76,82
female,group B,associate's degree,standard,none,married,regularly,yes,0,school_bus,> 10,89,93,92
male,group D,high school,free/reduced,none,single,sometimes,no,3,school_bus,> 10,41,46,37
female,group B,some college,free/reduced,none,married,regularly,yes,2,private,05-Oct,58,70,64
male,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2,private,< 5,82,86,82
female,group C,high school,standard,completed,divorced,sometimes,no,6,private,05-Oct,61,63,67
male,group A,associate's degree,free/reduced,none,married,never,yes,0,private,05-Oct,52,53,54
female,group B,some college,free/reduced,none,single,regularly,yes,3,school_bus,05-Oct,9,31,29
female,group B,high school,free/reduced,completed,married,sometimes,yes,1,private,< 5,56,61,64
male,group B,some college,standard,completed,single,sometimes,yes,1,school_bus,< 5,50,61,58
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,55,71,65
female,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,53,58,60
male,group C,some high school,free/reduced,none,married,regularly,yes,2,school_bus,< 5,44,49,39
male,group D,high school,free/reduced,none,married,regularly,yes,3,school_bus,05-Oct,52,55,51
female,group C,associate's degree,standard,completed,divorced,sometimes,no,7,private,> 10,96,97,98
male,group C,some college,standard,none,married,sometimes,no,1,private,05-Oct,49,50,43
female,group E,high school,standard,completed,married,sometimes,yes,3,school_bus,< 5,97,95,98
female,group D,bachelor's degree,standard,none,married,regularly,yes,0,school_bus,05-Oct,90,96,91
female,group C,some college,free/reduced,completed,married,regularly,yes,2,private,< 5,53,69,70
female,group D,some college,free/reduced,completed,married,sometimes,no,3,private,05-Oct,70,85,87
female,group B,some high school,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,67,83,80
male,group C,master's degree,standard,none,married,never,no,2,school_bus,> 10,79,70,75
male,group B,some high school,standard,none,married,sometimes,yes,2,private,> 10,71,59,57
female,group C,high school,standard,completed,married,sometimes,yes,4,private,< 5,70,82,84
male,group B,associate's degree,standard,completed,single,never,yes,3,private,05-Oct,69,59,58
female,group C,some college,standard,none,married,regularly,yes,2,school_bus,05-Oct,67,73,79
male,group B,some college,standard,none,married,regularly,yes,4,school_bus,05-Oct,90,74,74
female,group B,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,40,63,56
female,group D,associate's degree,standard,completed,married,sometimes,yes,0,private,< 5,82,87,93
female,group D,bachelor's degree,standard,none,single,never,yes,0,private,< 5,78,87,85
female,group A,associate's degree,standard,none,married,never,yes,3,school_bus,05-Oct,73,80,78
male,group C,some high school,standard,none,married,sometimes,yes,3,private,< 5,53,40,42
male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,4,private,< 5,58,55,51
male,group D,associate's degree,standard,none,single,never,no,2,school_bus,> 10,76,66,62
male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,38,43,38
female,group C,some college,standard,completed,single,regularly,yes,2,school_bus,05-Oct,73,89,86
male,group E,some college,free/reduced,completed,married,sometimes,yes,5,school_bus,< 5,86,94,83
male,group D,some high school,standard,none,divorced,sometimes,yes,3,school_bus,> 10,70,64,68
male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,61,68,61
male,group D,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,05-Oct,76,78,85
male,group C,some college,standard,completed,married,sometimes,yes,2,private,05-Oct,79,76,80
male,group D,some college,standard,none,divorced,regularly,yes,1,private,05-Oct,54,50,50
male,group B,high school,standard,completed,divorced,sometimes,yes,2,school_bus,05-Oct,78,73,70
female,group D,associate's degree,free/reduced,none,single,regularly,yes,3,private,> 10,61,67,72
female,group C,associate's degree,free/reduced,none,widowed,sometimes,no,3,school_bus,05-Oct,51,50,57
female,group B,bachelor's degree,free/reduced,completed,widowed,sometimes,no,5,school_bus,> 10,46,44,55
female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,79,93,86
male,group C,some college,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,63,50,49
male,group D,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,05-Oct,62,65,66
female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,> 10,92,100,100
female,group B,some high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,51,63,60
female,group C,some high school,standard,none,married,sometimes,yes,3,school_bus,< 5,74,85,77
female,group C,some college,free/reduced,completed,married,regularly,yes,3,school_bus,05-Oct,59,66,68
female,group A,some high school,standard,none,married,sometimes,yes,0,private,05-Oct,60,71,70
female,group D,bachelor's degree,standard,none,married,regularly,no,1,school_bus,05-Oct,66,75,68
female,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,2,school_bus,> 10,67,82,86
male,group B,master's degree,standard,none,divorced,regularly,no,1,school_bus,> 10,70,63,65
female,group A,high school,free/reduced,none,married,never,yes,1,school_bus,> 10,30,46,43
male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,05-Oct,76,75,82
male,group C,high school,standard,none,married,sometimes,no,1,school_bus,< 5,77,75,69
female,group C,some college,standard,none,single,never,no,3,school_bus,< 5,27,31,31
female,group B,some high school,standard,none,married,sometimes,yes,1,private,05-Oct,66,80,80
female,group E,some high school,standard,completed,married,regularly,no,1,school_bus,05-Oct,79,74,80
female,group C,some college,free/reduced,none,divorced,sometimes,no,2,school_bus,05-Oct,54,63,64
male,group E,associate's degree,standard,none,single,regularly,yes,4,school_bus,< 5,99,95,92
female,group E,some high school,standard,completed,single,regularly,no,3,private,05-Oct,81,78,88
male,group B,high school,free/reduced,completed,married,never,yes,2,school_bus,05-Oct,63,60,62
male,group C,some college,free/reduced,completed,married,sometimes,no,2,school_bus,> 10,50,47,43
male,group C,some college,standard,none,married,regularly,no,4,school_bus,05-Oct,56,56,47
male,group B,associate's degree,standard,none,married,never,no,3,private,05-Oct,70,64,60
female,group C,master's degree,free/reduced,none,married,sometimes,yes,5,school_bus,< 5,56,61,59
male,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,05-Oct,53,59,61
male,group B,some college,standard,none,divorced,sometimes,yes,6,school_bus,05-Oct,86,80,73
male,group C,some high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,73,74,70
male,group C,some high school,free/reduced,none,married,regularly,no,2,private,05-Oct,45,37,35
female,group D,some college,free/reduced,none,married,sometimes,no,1,school_bus,05-Oct,55,69,70
male,group D,some college,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,58,62,61
female,group B,bachelor's degree,standard,none,divorced,regularly,yes,1,private,> 10,88,90,89
male,group D,some college,free/reduced,none,divorced,sometimes,no,3,school_bus,< 5,76,72,71
female,group E,associate's degree,standard,completed,married,never,yes,0,private,05-Oct,69,81,80
male,group E,high school,standard,completed,married,sometimes,yes,5,private,05-Oct,72,71,65
male,group B,some college,standard,none,married,regularly,yes,3,school_bus,05-Oct,53,44,42
male,group D,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,62,70,59
male,group C,some college,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,93,85,81
female,group C,some high school,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,80,83,90
female,group D,some high school,standard,none,married,sometimes,yes,3,private,05-Oct,62,75,76
female,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,60,64,65
male,group B,bachelor's degree,standard,none,married,regularly,no,2,school_bus,05-Oct,66,59,55
male,group C,associate's degree,standard,none,single,regularly,no,2,school_bus,< 5,86,89,88
male,group A,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,> 10,79,72,69
male,group E,bachelor's degree,standard,none,divorced,regularly,no,5,school_bus,< 5,76,59,53
female,group D,some college,standard,none,married,regularly,yes,1,private,< 5,69,82,80
male,group B,some college,standard,none,married,sometimes,yes,7,private,05-Oct,60,57,53
male,group C,some high school,standard,none,married,regularly,yes,1,school_bus,> 10,63,53,53
male,group A,high school,standard,none,divorced,sometimes,yes,3,private,05-Oct,64,61,55
female,group D,high school,standard,completed,married,regularly,yes,1,school_bus,< 5,84,99,100
male,group C,some high school,standard,completed,single,sometimes,yes,3,school_bus,05-Oct,69,70,64
male,group B,some college,free/reduced,none,single,sometimes,no,1,private,05-Oct,41,42,39
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,private,> 10,91,82,81
male,group B,some college,standard,none,single,regularly,yes,4,private,< 5,67,54,57
female,group D,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,71,86,88
male,group C,some college,standard,completed,single,sometimes,no,4,private,> 10,81,69,74
female,group A,high school,standard,none,single,regularly,yes,1,school_bus,05-Oct,90,89,92
male,group D,some high school,free/reduced,completed,single,sometimes,yes,0,private,< 5,68,63,64
male,group B,some college,standard,none,married,regularly,yes,4,school_bus,< 5,50,37,35
male,group A,some college,standard,none,married,regularly,no,3,private,> 10,81,65,62
male,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,05-Oct,47,51,48
female,group C,some college,standard,completed,single,regularly,no,2,school_bus,05-Oct,53,62,68
female,group E,some college,standard,none,married,sometimes,no,7,private,05-Oct,75,85,82
female,group C,associate's degree,standard,none,married,sometimes,yes,2,private,05-Oct,94,98,97
male,group B,some high school,free/reduced,completed,married,never,yes,1,private,05-Oct,52,64,56
male,group B,high school,standard,none,married,regularly,no,1,school_bus,< 5,69,70,65
male,group C,some high school,standard,none,single,regularly,no,4,school_bus,05-Oct,61,56,63
female,group C,high school,standard,none,widowed,sometimes,yes,0,school_bus,> 10,61,69,68
female,group D,some college,standard,none,married,sometimes,no,3,private,05-Oct,50,54,52
male,group E,associate's degree,free/reduced,none,married,regularly,no,4,school_bus,05-Oct,72,69,62
female,group C,associate's degree,free/reduced,none,married,regularly,no,1,private,> 10,75,84,78
female,group C,high school,free/reduced,none,married,regularly,no,3,school_bus,05-Oct,46,60,58
female,group C,high school,standard,none,single,regularly,no,1,school_bus,05-Oct,69,78,76
female,group C,some college,standard,none,single,sometimes,yes,2,school_bus,05-Oct,68,78,77
male,group B,associate's degree,standard,none,married,regularly,no,2,school_bus,< 5,93,88,82
male,group E,some college,standard,completed,single,regularly,yes,2,private,05-Oct,96,85,90
male,group D,bachelor's degree,standard,none,single,regularly,no,1,school_bus,05-Oct,58,55,52
male,group D,some high school,standard,completed,married,sometimes,yes,0,private,05-Oct,72,68,71
male,group C,some college,standard,none,married,regularly,yes,1,private,05-Oct,96,74,76
male,group C,associate's degree,standard,none,single,regularly,yes,1,school_bus,05-Oct,60,55,58
